physical_event_id,timestamp,person_id,event_type,location_id,source_identifier,synthetic_flag,data_origin,source_dataset,source_record_reference,confidence,scenario_id
PHY-00009035,2024-11-22T06:39:30,PER-002304,prox-in-building,LOC-003069,SYN-ACCESS-00009035,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0139
PHY-00009047,2024-03-26T17:58:27,PER-003233,prox-in-classified,LOC-001301,SYN-ACCESS-00009047,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0184
PHY-00009088,2024-01-29T18:20:00,PER-006443,prox-in-building,LOC-004989,SYN-ACCESS-00009088,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0349
PHY-00009099,2025-06-09T10:27:12,PER-007236,prox-out-classified,LOC-001855,SYN-ACCESS-00009099,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0394
PHY-00009133,2025-04-04T20:25:57,PER-009628,prox-in-classified,LOC-009679,SYN-ACCESS-00009133,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0529
PHY-00009142,2024-01-30T05:20:25,PER-010131,prox-in-classified,LOC-008679,SYN-ACCESS-00009142,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0564
PHY-00009240,2024-07-12T23:50:09,PER-017223,prox-out-classified,LOC-005692,SYN-ACCESS-00009240,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0959
PHY-00009265,2025-01-02T00:04:38,PER-018950,prox-in-classified,LOC-002481,SYN-ACCESS-00009265,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1059
PHY-00009272,2025-03-09T19:46:35,PER-019374,prox-in-classified,LOC-007336,SYN-ACCESS-00009272,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1084
PHY-00009282,2024-03-21T08:42:30,PER-020096,prox-in-classified,LOC-007371,SYN-ACCESS-00009282,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1124
PHY-00009303,2024-11-27T10:04:48,PER-021845,prox-in-classified,LOC-006029,SYN-ACCESS-00009303,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1209
PHY-00009318,2024-10-10T23:00:05,PER-022852,prox-out-classified,LOC-005358,SYN-ACCESS-00009318,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1269
PHY-00009334,2024-04-12T10:21:20,PER-023945,prox-in-building,LOC-006608,SYN-ACCESS-00009334,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1334
PHY-00009380,2024-05-26T08:18:51,PER-027179,prox-in-building,LOC-001352,SYN-ACCESS-00009380,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1519
PHY-00009397,2024-09-20T10:10:13,PER-028278,prox-in-classified,LOC-001251,SYN-ACCESS-00009397,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1584
PHY-00009399,2024-05-03T23:35:34,PER-028494,prox-in-classified,LOC-003606,SYN-ACCESS-00009399,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1594
PHY-00009417,2024-09-23T02:08:07,PER-029521,prox-in-building,LOC-006867,SYN-ACCESS-00009417,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1664
PHY-00009437,2024-07-04T18:31:28,PER-031212,prox-out-classified,LOC-008029,SYN-ACCESS-00009437,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1744
PHY-00009499,2025-04-12T12:24:32,PER-035454,prox-in-classified,LOC-003644,SYN-ACCESS-00009499,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1994
PHY-00009535,2024-07-13T20:11:13,PER-002304,prox-in-classified,LOC-003069,SYN-ACCESS-00009535,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0139
PHY-00009547,2025-12-06T05:26:51,PER-003233,prox-out-classified,LOC-001301,SYN-ACCESS-00009547,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0184
PHY-00009588,2024-08-20T17:32:09,PER-006443,prox-in-building,LOC-004989,SYN-ACCESS-00009588,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0349
PHY-00009599,2025-04-27T04:51:13,PER-007236,prox-in-building,LOC-001855,SYN-ACCESS-00009599,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0394
PHY-00009633,2025-03-17T20:56:17,PER-009628,prox-out-classified,LOC-009679,SYN-ACCESS-00009633,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0529
PHY-00009642,2024-11-26T22:19:30,PER-010131,prox-out-classified,LOC-008679,SYN-ACCESS-00009642,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0564
PHY-00009740,2024-10-31T06:11:37,PER-017223,prox-in-building,LOC-005692,SYN-ACCESS-00009740,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0959
PHY-00009765,2024-07-08T19:03:23,PER-018950,prox-out-classified,LOC-002481,SYN-ACCESS-00009765,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1059
PHY-00009772,2024-11-21T01:16:19,PER-019374,prox-in-building,LOC-007336,SYN-ACCESS-00009772,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1084
PHY-00009782,2024-08-01T02:16:01,PER-020096,prox-in-building,LOC-007371,SYN-ACCESS-00009782,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1124
PHY-00009803,2024-06-23T02:20:00,PER-021845,prox-in-classified,LOC-006029,SYN-ACCESS-00009803,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1209
PHY-00009818,2024-03-31T09:19:39,PER-022852,prox-in-building,LOC-005358,SYN-ACCESS-00009818,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1269
PHY-00009834,2025-12-16T08:20:33,PER-023945,prox-in-classified,LOC-006608,SYN-ACCESS-00009834,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1334
PHY-00009880,2024-08-28T00:35:54,PER-027179,prox-in-building,LOC-001352,SYN-ACCESS-00009880,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1519
PHY-00009897,2024-07-19T09:58:12,PER-028278,prox-in-classified,LOC-001251,SYN-ACCESS-00009897,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1584
PHY-00009899,2025-11-08T09:19:23,PER-028494,prox-in-classified,LOC-003606,SYN-ACCESS-00009899,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1594
PHY-00009917,2025-06-28T07:10:31,PER-029521,prox-out-classified,LOC-006867,SYN-ACCESS-00009917,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1664
PHY-00009937,2024-04-02T23:36:49,PER-031212,prox-in-classified,LOC-008029,SYN-ACCESS-00009937,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1744
PHY-00009999,2024-07-04T18:50:13,PER-035454,prox-in-classified,LOC-003644,SYN-ACCESS-00009999,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1994
PHY-00010035,2025-03-31T23:35:31,PER-002304,prox-out-classified,LOC-003069,SYN-ACCESS-00010035,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0139
PHY-00010047,2025-01-14T00:30:24,PER-003233,prox-out-classified,LOC-001301,SYN-ACCESS-00010047,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0184
PHY-00010088,2025-10-12T06:14:16,PER-006443,prox-out-classified,LOC-004989,SYN-ACCESS-00010088,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0349
PHY-00010099,2024-04-24T18:05:14,PER-007236,prox-in-classified,LOC-001855,SYN-ACCESS-00010099,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0394
PHY-00010133,2024-05-07T07:28:28,PER-009628,prox-in-building,LOC-009679,SYN-ACCESS-00010133,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0529
PHY-00010142,2024-01-17T20:23:44,PER-010131,prox-in-building,LOC-008679,SYN-ACCESS-00010142,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0564
PHY-00010240,2025-03-30T05:53:13,PER-017223,prox-in-building,LOC-005692,SYN-ACCESS-00010240,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0959
PHY-00010265,2025-12-07T16:04:31,PER-018950,prox-in-classified,LOC-002481,SYN-ACCESS-00010265,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1059
PHY-00010272,2024-10-03T09:54:55,PER-019374,prox-out-classified,LOC-007336,SYN-ACCESS-00010272,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1084
PHY-00010282,2025-07-19T14:23:35,PER-020096,prox-in-building,LOC-007371,SYN-ACCESS-00010282,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1124
PHY-00010303,2025-04-20T23:17:34,PER-021845,prox-in-classified,LOC-006029,SYN-ACCESS-00010303,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1209
PHY-00010318,2025-05-19T14:21:26,PER-022852,prox-in-classified,LOC-005358,SYN-ACCESS-00010318,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1269
PHY-00010334,2024-03-22T14:26:43,PER-023945,prox-out-classified,LOC-006608,SYN-ACCESS-00010334,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1334
PHY-00010380,2024-07-08T19:33:30,PER-027179,prox-out-classified,LOC-001352,SYN-ACCESS-00010380,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1519
PHY-00010397,2025-10-02T22:53:29,PER-028278,prox-out-classified,LOC-001251,SYN-ACCESS-00010397,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1584
PHY-00010399,2024-10-10T20:20:07,PER-028494,prox-out-classified,LOC-003606,SYN-ACCESS-00010399,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1594
PHY-00010417,2024-11-11T22:22:59,PER-029521,prox-in-building,LOC-006867,SYN-ACCESS-00010417,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1664
PHY-00010437,2025-01-26T04:52:35,PER-031212,prox-in-classified,LOC-008029,SYN-ACCESS-00010437,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1744
PHY-00010499,2024-09-20T17:02:24,PER-035454,prox-in-building,LOC-003644,SYN-ACCESS-00010499,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1994
PHY-00010535,2024-04-01T10:38:30,PER-002304,prox-out-classified,LOC-003069,SYN-ACCESS-00010535,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0139
PHY-00010547,2025-09-16T21:59:07,PER-003233,prox-out-classified,LOC-001301,SYN-ACCESS-00010547,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0184
PHY-00010588,2024-12-25T19:26:07,PER-006443,prox-in-building,LOC-004989,SYN-ACCESS-00010588,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0349
PHY-00010599,2024-12-30T03:12:01,PER-007236,prox-in-building,LOC-001855,SYN-ACCESS-00010599,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0394
PHY-00010633,2024-06-16T09:52:37,PER-009628,prox-in-classified,LOC-009679,SYN-ACCESS-00010633,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0529
PHY-00010642,2025-12-20T00:10:36,PER-010131,prox-in-building,LOC-008679,SYN-ACCESS-00010642,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0564
PHY-00010740,2024-09-20T19:18:28,PER-017223,prox-in-building,LOC-005692,SYN-ACCESS-00010740,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0959
PHY-00010765,2024-01-30T22:40:49,PER-018950,prox-out-classified,LOC-002481,SYN-ACCESS-00010765,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1059
PHY-00010772,2025-07-16T19:53:44,PER-019374,prox-in-building,LOC-007336,SYN-ACCESS-00010772,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1084
PHY-00010782,2024-10-19T05:23:29,PER-020096,prox-out-classified,LOC-007371,SYN-ACCESS-00010782,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1124
PHY-00010803,2024-05-31T00:25:24,PER-021845,prox-in-classified,LOC-006029,SYN-ACCESS-00010803,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1209
PHY-00010818,2024-06-08T17:25:58,PER-022852,prox-in-classified,LOC-005358,SYN-ACCESS-00010818,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1269
PHY-00010834,2024-07-08T20:56:01,PER-023945,prox-out-classified,LOC-006608,SYN-ACCESS-00010834,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1334
PHY-00010880,2025-06-08T11:24:01,PER-027179,prox-in-building,LOC-001352,SYN-ACCESS-00010880,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1519
PHY-00010897,2024-10-25T21:20:08,PER-028278,prox-in-building,LOC-001251,SYN-ACCESS-00010897,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1584
PHY-00010899,2024-09-14T14:23:56,PER-028494,prox-in-building,LOC-003606,SYN-ACCESS-00010899,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1594
PHY-00010917,2025-09-20T11:55:37,PER-029521,prox-in-building,LOC-006867,SYN-ACCESS-00010917,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1664
PHY-00010937,2025-07-21T19:35:00,PER-031212,prox-in-building,LOC-008029,SYN-ACCESS-00010937,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1744
PHY-00010999,2025-12-14T13:53:53,PER-035454,prox-in-building,LOC-003644,SYN-ACCESS-00010999,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1994
PHY-00011035,2024-09-21T03:49:05,PER-002304,prox-in-classified,LOC-003069,SYN-ACCESS-00011035,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0139
PHY-00011047,2025-03-16T10:45:26,PER-003233,prox-in-building,LOC-001301,SYN-ACCESS-00011047,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0184
PHY-00011088,2024-10-11T18:26:18,PER-006443,prox-in-building,LOC-004989,SYN-ACCESS-00011088,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0349
PHY-00011099,2024-11-29T20:41:25,PER-007236,prox-out-classified,LOC-001855,SYN-ACCESS-00011099,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0394
PHY-00011133,2025-08-02T00:20:36,PER-009628,prox-in-building,LOC-009679,SYN-ACCESS-00011133,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0529
PHY-00011142,2025-09-25T12:04:16,PER-010131,prox-in-building,LOC-008679,SYN-ACCESS-00011142,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0564
PHY-00011240,2024-04-20T17:02:32,PER-017223,prox-out-classified,LOC-005692,SYN-ACCESS-00011240,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0959
PHY-00011265,2024-02-04T00:20:02,PER-018950,prox-in-building,LOC-002481,SYN-ACCESS-00011265,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1059
PHY-00011272,2024-04-08T05:43:04,PER-019374,prox-in-building,LOC-007336,SYN-ACCESS-00011272,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1084
PHY-00011282,2025-09-26T16:51:06,PER-020096,prox-out-classified,LOC-007371,SYN-ACCESS-00011282,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1124
PHY-00011303,2024-10-18T12:19:25,PER-021845,prox-in-classified,LOC-006029,SYN-ACCESS-00011303,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1209
PHY-00011318,2024-04-25T20:25:04,PER-022852,prox-in-classified,LOC-005358,SYN-ACCESS-00011318,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1269
PHY-00011334,2025-08-30T20:22:15,PER-023945,prox-out-classified,LOC-006608,SYN-ACCESS-00011334,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1334
PHY-00011380,2024-03-16T00:53:41,PER-027179,prox-out-classified,LOC-001352,SYN-ACCESS-00011380,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1519
PHY-00011397,2024-05-01T12:48:28,PER-028278,prox-in-building,LOC-001251,SYN-ACCESS-00011397,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1584
PHY-00011399,2025-10-13T14:39:46,PER-028494,prox-in-classified,LOC-003606,SYN-ACCESS-00011399,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1594
PHY-00011417,2025-01-28T19:35:35,PER-029521,prox-in-building,LOC-006867,SYN-ACCESS-00011417,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1664
PHY-00011437,2024-04-02T04:10:57,PER-031212,prox-out-classified,LOC-008029,SYN-ACCESS-00011437,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1744
PHY-00011499,2025-11-11T13:41:55,PER-035454,prox-in-classified,LOC-003644,SYN-ACCESS-00011499,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1994
PHY-00011535,2025-10-04T17:22:44,PER-002304,prox-in-classified,LOC-003069,SYN-ACCESS-00011535,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0139
PHY-00011547,2025-03-01T11:26:52,PER-003233,prox-in-building,LOC-001301,SYN-ACCESS-00011547,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0184
PHY-00011588,2024-12-09T19:17:22,PER-006443,prox-in-building,LOC-004989,SYN-ACCESS-00011588,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0349
PHY-00011599,2024-10-11T18:34:55,PER-007236,prox-in-building,LOC-001855,SYN-ACCESS-00011599,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0394
PHY-00011633,2024-01-02T10:28:22,PER-009628,prox-in-building,LOC-009679,SYN-ACCESS-00011633,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0529
PHY-00011642,2025-11-07T21:36:49,PER-010131,prox-out-classified,LOC-008679,SYN-ACCESS-00011642,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0564
PHY-00011740,2025-11-12T23:37:01,PER-017223,prox-out-classified,LOC-005692,SYN-ACCESS-00011740,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0959
PHY-00011765,2025-04-19T03:10:45,PER-018950,prox-out-classified,LOC-002481,SYN-ACCESS-00011765,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1059
PHY-00011772,2024-01-18T20:20:17,PER-019374,prox-in-building,LOC-007336,SYN-ACCESS-00011772,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1084
PHY-00011782,2025-06-17T08:08:18,PER-020096,prox-in-classified,LOC-007371,SYN-ACCESS-00011782,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1124
PHY-00011803,2024-10-22T23:17:17,PER-021845,prox-in-building,LOC-006029,SYN-ACCESS-00011803,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1209
PHY-00011818,2024-07-05T17:47:01,PER-022852,prox-in-classified,LOC-005358,SYN-ACCESS-00011818,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1269
PHY-00011834,2025-09-28T03:06:27,PER-023945,prox-in-building,LOC-006608,SYN-ACCESS-00011834,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1334
PHY-00011880,2024-07-02T16:50:19,PER-027179,prox-in-building,LOC-001352,SYN-ACCESS-00011880,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1519
PHY-00011897,2024-01-11T00:55:27,PER-028278,prox-out-classified,LOC-001251,SYN-ACCESS-00011897,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1584
PHY-00011899,2025-08-28T19:59:12,PER-028494,prox-out-classified,LOC-003606,SYN-ACCESS-00011899,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1594
PHY-00011917,2024-10-29T00:31:56,PER-029521,prox-in-classified,LOC-006867,SYN-ACCESS-00011917,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1664
PHY-00011937,2025-12-25T00:03:09,PER-031212,prox-in-building,LOC-008029,SYN-ACCESS-00011937,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1744
PHY-00011999,2024-12-30T02:40:42,PER-035454,prox-in-classified,LOC-003644,SYN-ACCESS-00011999,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1994
PHY-00012035,2024-05-07T01:51:57,PER-002304,prox-in-building,LOC-003069,SYN-ACCESS-00012035,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0139
PHY-00012047,2025-06-10T16:27:30,PER-003233,prox-out-classified,LOC-001301,SYN-ACCESS-00012047,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0184
PHY-00012088,2024-08-13T05:20:49,PER-006443,prox-in-classified,LOC-004989,SYN-ACCESS-00012088,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0349
PHY-00012099,2024-04-15T00:27:35,PER-007236,prox-in-classified,LOC-001855,SYN-ACCESS-00012099,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0394
PHY-00012133,2025-05-25T03:54:09,PER-009628,prox-in-classified,LOC-009679,SYN-ACCESS-00012133,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0529
PHY-00012142,2024-04-03T07:55:14,PER-010131,prox-in-building,LOC-008679,SYN-ACCESS-00012142,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0564
PHY-00012240,2025-10-19T07:50:06,PER-017223,prox-out-classified,LOC-005692,SYN-ACCESS-00012240,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0959
PHY-00012265,2024-06-07T09:59:12,PER-018950,prox-out-classified,LOC-002481,SYN-ACCESS-00012265,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1059
PHY-00012272,2024-05-31T02:13:57,PER-019374,prox-out-classified,LOC-007336,SYN-ACCESS-00012272,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1084
PHY-00012282,2024-12-15T13:49:30,PER-020096,prox-in-building,LOC-007371,SYN-ACCESS-00012282,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1124
PHY-00012303,2025-04-20T12:35:26,PER-021845,prox-out-classified,LOC-006029,SYN-ACCESS-00012303,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1209
PHY-00012318,2025-10-27T23:07:18,PER-022852,prox-in-classified,LOC-005358,SYN-ACCESS-00012318,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1269
PHY-00012334,2025-01-08T11:34:33,PER-023945,prox-in-classified,LOC-006608,SYN-ACCESS-00012334,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1334
PHY-00012380,2025-12-29T20:52:13,PER-027179,prox-in-building,LOC-001352,SYN-ACCESS-00012380,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1519
PHY-00012397,2024-12-07T09:17:07,PER-028278,prox-out-classified,LOC-001251,SYN-ACCESS-00012397,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1584
PHY-00012399,2025-06-15T11:10:16,PER-028494,prox-out-classified,LOC-003606,SYN-ACCESS-00012399,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1594
PHY-00012417,2024-04-30T00:05:48,PER-029521,prox-in-classified,LOC-006867,SYN-ACCESS-00012417,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1664
PHY-00012437,2025-05-10T10:54:05,PER-031212,prox-in-building,LOC-008029,SYN-ACCESS-00012437,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1744
PHY-00012499,2024-10-20T21:51:35,PER-035454,prox-in-classified,LOC-003644,SYN-ACCESS-00012499,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1994
PHY-00012535,2024-08-12T04:06:14,PER-002304,prox-out-classified,LOC-003069,SYN-ACCESS-00012535,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0139
PHY-00012547,2024-12-01T07:22:59,PER-003233,prox-in-building,LOC-001301,SYN-ACCESS-00012547,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0184
PHY-00012588,2024-07-25T21:31:29,PER-006443,prox-in-building,LOC-004989,SYN-ACCESS-00012588,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0349
PHY-00012599,2024-02-02T14:09:59,PER-007236,prox-in-classified,LOC-001855,SYN-ACCESS-00012599,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0394
PHY-00012633,2024-11-28T19:47:35,PER-009628,prox-in-building,LOC-009679,SYN-ACCESS-00012633,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0529
PHY-00012642,2024-12-25T08:40:26,PER-010131,prox-in-classified,LOC-008679,SYN-ACCESS-00012642,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0564
PHY-00012740,2025-10-10T16:14:44,PER-017223,prox-in-classified,LOC-005692,SYN-ACCESS-00012740,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0959
PHY-00012765,2024-05-15T14:58:45,PER-018950,prox-out-classified,LOC-002481,SYN-ACCESS-00012765,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1059
PHY-00012772,2024-10-05T21:26:06,PER-019374,prox-out-classified,LOC-007336,SYN-ACCESS-00012772,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1084
PHY-00012782,2024-05-09T20:42:25,PER-020096,prox-out-classified,LOC-007371,SYN-ACCESS-00012782,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1124
PHY-00012803,2024-04-08T03:26:31,PER-021845,prox-in-classified,LOC-006029,SYN-ACCESS-00012803,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1209
PHY-00012818,2024-06-01T23:33:54,PER-022852,prox-in-building,LOC-005358,SYN-ACCESS-00012818,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1269
PHY-00012834,2025-10-25T17:32:47,PER-023945,prox-in-building,LOC-006608,SYN-ACCESS-00012834,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1334
PHY-00012880,2025-09-23T11:42:21,PER-027179,prox-out-classified,LOC-001352,SYN-ACCESS-00012880,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1519
PHY-00012897,2024-08-23T02:10:04,PER-028278,prox-in-classified,LOC-001251,SYN-ACCESS-00012897,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1584
PHY-00012899,2024-09-18T16:18:35,PER-028494,prox-out-classified,LOC-003606,SYN-ACCESS-00012899,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1594
PHY-00012917,2025-01-16T13:30:30,PER-029521,prox-in-building,LOC-006867,SYN-ACCESS-00012917,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1664
PHY-00012937,2024-11-09T14:12:34,PER-031212,prox-out-classified,LOC-008029,SYN-ACCESS-00012937,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1744
PHY-00012999,2025-04-16T13:29:55,PER-035454,prox-in-classified,LOC-003644,SYN-ACCESS-00012999,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1994
PHY-00013035,2025-12-08T03:02:19,PER-002304,prox-out-classified,LOC-003069,SYN-ACCESS-00013035,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0139
PHY-00013047,2025-01-24T16:03:36,PER-003233,prox-out-classified,LOC-001301,SYN-ACCESS-00013047,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0184
PHY-00013088,2025-06-25T10:25:26,PER-006443,prox-in-classified,LOC-004989,SYN-ACCESS-00013088,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0349
PHY-00013099,2025-06-03T12:38:58,PER-007236,prox-out-classified,LOC-001855,SYN-ACCESS-00013099,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0394
PHY-00013133,2024-07-19T10:43:18,PER-009628,prox-in-building,LOC-009679,SYN-ACCESS-00013133,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0529
PHY-00013142,2025-01-15T09:42:05,PER-010131,prox-out-classified,LOC-008679,SYN-ACCESS-00013142,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0564
PHY-00013240,2024-02-20T09:52:19,PER-017223,prox-out-classified,LOC-005692,SYN-ACCESS-00013240,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0959
