relationship_id,source_entity_type,source_entity_id,relationship_type,target_entity_type,target_entity_id,timestamp,confidence,relationship_origin,source_dataset,source_record_reference,synthetic_flag,reason,scenario_id
REL-0240878,Person,PER-020096,INVOLVED_IN,Case,CASE-01124,,MEDIUM,SYNTHETIC,,,true,Primary synthetic case participant.,SCN-PHYS-1124
REL-0240879,Person,PER-020106,INVOLVED_IN,Case,CASE-01124,,MEDIUM,SYNTHETIC,,,true,Secondary synthetic case participant.,SCN-PHYS-1124
REL-0240880,Incident,INC-01124,ASSOCIATED_WITH,Case,CASE-01124,,MEDIUM,SYNTHETIC,,,true,Synthetic incident-to-case association.,SCN-PHYS-1124
REL-0240881,Case,CASE-01124,HAS_DOCUMENT,Document,DOC-01123,,MEDIUM,SYNTHETIC,,,true,Synthetic case document linkage.,SCN-PHYS-1124
REL-0241218,Person,PER-021845,INVOLVED_IN,Case,CASE-01209,,MEDIUM,SYNTHETIC,,,true,Primary synthetic case participant.,SCN-PHYS-1209
REL-0241219,Person,PER-021869,INVOLVED_IN,Case,CASE-01209,,MEDIUM,SYNTHETIC,,,true,Secondary synthetic case participant.,SCN-PHYS-1209
REL-0241220,Incident,INC-01209,ASSOCIATED_WITH,Case,CASE-01209,,MEDIUM,SYNTHETIC,,,true,Synthetic incident-to-case association.,SCN-PHYS-1209
REL-0241221,Case,CASE-01209,HAS_DOCUMENT,Document,DOC-01208,,MEDIUM,SYNTHETIC,,,true,Synthetic case document linkage.,SCN-PHYS-1209
REL-0241458,Person,PER-022852,INVOLVED_IN,Case,CASE-01269,,MEDIUM,SYNTHETIC,,,true,Primary synthetic case participant.,SCN-PHYS-1269
REL-0241459,Person,PER-022857,INVOLVED_IN,Case,CASE-01269,,MEDIUM,SYNTHETIC,,,true,Secondary synthetic case participant.,SCN-PHYS-1269
REL-0241460,Incident,INC-01269,ASSOCIATED_WITH,Case,CASE-01269,,MEDIUM,SYNTHETIC,,,true,Synthetic incident-to-case association.,SCN-PHYS-1269
REL-0241461,Case,CASE-01269,HAS_DOCUMENT,Document,DOC-01268,,MEDIUM,SYNTHETIC,,,true,Synthetic case document linkage.,SCN-PHYS-1269
REL-0241718,Person,PER-023945,INVOLVED_IN,Case,CASE-01334,,MEDIUM,SYNTHETIC,,,true,Primary synthetic case participant.,SCN-PHYS-1334
REL-0241719,Person,PER-023957,INVOLVED_IN,Case,CASE-01334,,MEDIUM,SYNTHETIC,,,true,Secondary synthetic case participant.,SCN-PHYS-1334
REL-0241720,Incident,INC-01334,ASSOCIATED_WITH,Case,CASE-01334,,MEDIUM,SYNTHETIC,,,true,Synthetic incident-to-case association.,SCN-PHYS-1334
REL-0241721,Case,CASE-01334,HAS_DOCUMENT,Document,DOC-01333,,MEDIUM,SYNTHETIC,,,true,Synthetic case document linkage.,SCN-PHYS-1334
REL-0242458,Person,PER-027179,INVOLVED_IN,Case,CASE-01519,,MEDIUM,SYNTHETIC,,,true,Primary synthetic case participant.,SCN-PHYS-1519
REL-0242459,Person,PER-027182,INVOLVED_IN,Case,CASE-01519,,MEDIUM,SYNTHETIC,,,true,Secondary synthetic case participant.,SCN-PHYS-1519
REL-0242460,Incident,INC-01519,ASSOCIATED_WITH,Case,CASE-01519,,MEDIUM,SYNTHETIC,,,true,Synthetic incident-to-case association.,SCN-PHYS-1519
REL-0242461,Case,CASE-01519,HAS_DOCUMENT,Document,DOC-01518,,MEDIUM,SYNTHETIC,,,true,Synthetic case document linkage.,SCN-PHYS-1519
REL-0242718,Person,PER-028278,INVOLVED_IN,Case,CASE-01584,,MEDIUM,SYNTHETIC,,,true,Primary synthetic case participant.,SCN-PHYS-1584
REL-0242719,Person,PER-028283,INVOLVED_IN,Case,CASE-01584,,MEDIUM,SYNTHETIC,,,true,Secondary synthetic case participant.,SCN-PHYS-1584
REL-0242720,Incident,INC-01584,ASSOCIATED_WITH,Case,CASE-01584,,MEDIUM,SYNTHETIC,,,true,Synthetic incident-to-case association.,SCN-PHYS-1584
REL-0242721,Case,CASE-01584,HAS_DOCUMENT,Document,DOC-01583,,MEDIUM,SYNTHETIC,,,true,Synthetic case document linkage.,SCN-PHYS-1584
REL-0242746,Person,PER-028447,INVOLVED_IN,Case,CASE-01591,,MEDIUM,SYNTHETIC,,,true,Primary synthetic case participant.,SCN-FIN-1591
REL-0242747,Person,PER-028450,INVOLVED_IN,Case,CASE-01591,,MEDIUM,SYNTHETIC,,,true,Secondary synthetic case participant.,SCN-FIN-1591
REL-0242748,Incident,INC-01591,ASSOCIATED_WITH,Case,CASE-01591,,MEDIUM,SYNTHETIC,,,true,Synthetic incident-to-case association.,SCN-FIN-1591
REL-0242749,Case,CASE-01591,HAS_DOCUMENT,Document,DOC-01590,,MEDIUM,SYNTHETIC,,,true,Synthetic case document linkage.,SCN-FIN-1591
REL-0242758,Person,PER-028494,INVOLVED_IN,Case,CASE-01594,,MEDIUM,SYNTHETIC,,,true,Primary synthetic case participant.,SCN-PHYS-1594
REL-0242759,Person,PER-028498,INVOLVED_IN,Case,CASE-01594,,MEDIUM,SYNTHETIC,,,true,Secondary synthetic case participant.,SCN-PHYS-1594
REL-0242760,Incident,INC-01594,ASSOCIATED_WITH,Case,CASE-01594,,MEDIUM,SYNTHETIC,,,true,Synthetic incident-to-case association.,SCN-PHYS-1594
REL-0242761,Case,CASE-01594,HAS_DOCUMENT,Document,DOC-01593,,MEDIUM,SYNTHETIC,,,true,Synthetic case document linkage.,SCN-PHYS-1594
REL-0243038,Person,PER-029521,INVOLVED_IN,Case,CASE-01664,,MEDIUM,SYNTHETIC,,,true,Primary synthetic case participant.,SCN-PHYS-1664
REL-0243039,Person,PER-029525,INVOLVED_IN,Case,CASE-01664,,MEDIUM,SYNTHETIC,,,true,Secondary synthetic case participant.,SCN-PHYS-1664
REL-0243040,Incident,INC-01664,ASSOCIATED_WITH,Case,CASE-01664,,MEDIUM,SYNTHETIC,,,true,Synthetic incident-to-case association.,SCN-PHYS-1664
REL-0243041,Case,CASE-01664,HAS_DOCUMENT,Document,DOC-01663,,MEDIUM,SYNTHETIC,,,true,Synthetic case document linkage.,SCN-PHYS-1664
REL-0243358,Person,PER-031212,INVOLVED_IN,Case,CASE-01744,,MEDIUM,SYNTHETIC,,,true,Primary synthetic case participant.,SCN-PHYS-1744
REL-0243359,Person,PER-031219,INVOLVED_IN,Case,CASE-01744,,MEDIUM,SYNTHETIC,,,true,Secondary synthetic case participant.,SCN-PHYS-1744
REL-0243360,Incident,INC-01744,ASSOCIATED_WITH,Case,CASE-01744,,MEDIUM,SYNTHETIC,,,true,Synthetic incident-to-case association.,SCN-PHYS-1744
REL-0243361,Case,CASE-01744,HAS_DOCUMENT,Document,DOC-01743,,MEDIUM,SYNTHETIC,,,true,Synthetic case document linkage.,SCN-PHYS-1744
REL-0244358,Person,PER-035454,INVOLVED_IN,Case,CASE-01994,,MEDIUM,SYNTHETIC,,,true,Primary synthetic case participant.,SCN-PHYS-1994
REL-0244359,Person,PER-035465,INVOLVED_IN,Case,CASE-01994,,MEDIUM,SYNTHETIC,,,true,Secondary synthetic case participant.,SCN-PHYS-1994
REL-0244360,Incident,INC-01994,ASSOCIATED_WITH,Case,CASE-01994,,MEDIUM,SYNTHETIC,,,true,Synthetic incident-to-case association.,SCN-PHYS-1994
REL-0244361,Case,CASE-01994,HAS_DOCUMENT,Document,DOC-01993,,MEDIUM,SYNTHETIC,,,true,Synthetic case document linkage.,SCN-PHYS-1994
REL-0244601,Account,ACC-002889,TRANSFERRED_TO,Account,ACC-026768,2025-01-26T02:22:01,HIGH,SYNTHETIC,,,true,Synthetic transaction flow.,SCN-FIN-0426
REL-0245151,Account,ACC-019814,TRANSFERRED_TO,Account,ACC-009154,2024-04-09T01:57:31,HIGH,SYNTHETIC,,,true,Synthetic transaction flow.,SCN-FIN-1526
REL-0245182,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00000399,2025-10-20T10:02:01,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0245183,Account,ACC-013737,TRANSFERRED_TO,Account,ACC-017525,2025-10-20T10:02:01,HIGH,SYNTHETIC,,,true,Synthetic transaction flow.,SCN-FIN-1591
REL-0245585,Account,ACC-013901,TRANSFERRED_TO,Account,ACC-021391,2024-08-17T12:46:00,HIGH,SYNTHETIC,,,true,Synthetic transaction flow.,SCN-MIXED-0670
REL-0245864,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00000899,2025-06-24T17:12:21,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0246464,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00001399,2025-04-23T08:27:55,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0247064,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00001899,2025-02-04T15:33:59,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0247584,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00002399,2024-04-27T11:07:56,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0248084,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00002899,2024-07-21T21:16:34,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0248584,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00003399,2024-05-14T23:45:36,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0249084,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00003899,2025-11-04T17:21:35,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0249584,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00004399,2025-05-02T20:53:21,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0250084,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00004899,2024-04-09T21:11:31,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0250584,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00005399,2024-10-25T22:18:34,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0251084,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00005899,2024-10-08T18:13:08,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0251584,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00006399,2025-07-30T07:29:27,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0252084,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00006899,2024-02-01T00:57:30,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0252584,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00007399,2025-02-02T13:17:23,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0253084,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00007899,2025-11-08T03:38:54,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0253584,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00008399,2025-12-07T11:14:55,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0254084,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00008899,2024-10-05T05:26:16,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0254584,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00009399,2025-11-14T16:38:55,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0255084,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00009899,2024-07-24T21:16:33,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0255584,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00010399,2025-04-20T20:05:05,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0256084,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00010899,2024-06-21T12:14:23,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0256584,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00011399,2025-06-20T07:51:29,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0257084,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00011899,2025-12-21T13:49:08,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0257584,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00012399,2024-02-09T01:42:07,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0258084,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00012899,2024-05-31T11:02:38,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0258584,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00013399,2024-01-25T15:52:50,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0259084,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00013899,2024-07-01T06:07:47,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0259584,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00014399,2025-11-14T00:50:46,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0260084,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00014899,2025-10-26T02:19:14,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0260584,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00015399,2024-09-03T05:44:39,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0261084,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00015899,2025-09-02T05:37:52,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0261584,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00016399,2024-08-03T16:47:11,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0262084,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00016899,2025-07-30T21:20:12,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0262584,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00017399,2024-01-15T01:27:16,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0263084,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00017899,2024-01-09T00:34:43,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0263584,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00018399,2025-02-16T23:41:21,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0264084,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00018899,2024-06-10T11:07:09,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0264584,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00019399,2024-06-30T10:06:23,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0265084,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00019899,2024-09-13T03:54:32,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0265584,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00020399,2024-01-28T22:46:00,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0266084,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00020899,2025-01-12T15:44:53,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0266584,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00021399,2025-07-22T15:30:28,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0267084,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00021899,2024-07-21T11:15:33,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0267584,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00022399,2025-03-16T21:04:38,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0268084,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00022899,2025-08-18T19:30:44,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0268584,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00023399,2025-12-03T08:29:44,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0269084,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00023899,2024-08-12T21:13:18,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0269584,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00024399,2025-07-07T00:06:12,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0270084,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00024899,2025-01-24T08:03:42,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0270584,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00025399,2025-09-05T05:05:33,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0271084,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00025899,2024-08-17T14:31:08,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0271584,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00026399,2025-12-24T20:57:45,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0272084,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00026899,2025-06-10T17:37:09,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0272584,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00027399,2024-09-11T09:10:54,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0273084,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00027899,2025-10-10T15:14:21,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0273584,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00028399,2024-04-15T04:11:32,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0274084,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00028899,2025-04-19T07:02:06,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0274584,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00029399,2024-08-04T07:55:54,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0275084,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00029899,2025-07-02T00:38:35,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0275584,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00030399,2024-10-13T09:38:10,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0276084,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00030899,2025-03-17T20:35:28,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0276584,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00031399,2024-12-17T13:01:49,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0277084,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00031899,2024-11-23T05:51:54,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0277584,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00032399,2024-01-18T07:30:15,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0278084,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00032899,2024-03-17T16:14:58,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0278584,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00033399,2025-04-21T20:03:53,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0279084,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00033899,2025-07-25T10:45:37,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0279584,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00034399,2025-11-17T01:05:42,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0280084,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00034899,2024-11-21T20:22:09,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0280584,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00035399,2025-10-26T11:55:22,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0281084,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00035899,2024-04-28T21:06:04,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0281584,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00036399,2025-04-29T14:36:00,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0282084,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00036899,2025-02-25T06:11:09,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0282584,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00037399,2025-11-12T01:29:34,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0283084,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00037899,2024-01-25T09:07:07,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0283584,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00038399,2025-02-14T12:37:39,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0284084,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00038899,2025-08-31T03:49:34,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0284584,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00039399,2024-06-08T06:25:49,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0285084,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00039899,2024-07-31T22:57:54,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0285584,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00040399,2024-01-04T22:21:37,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0286084,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00040899,2025-05-12T06:08:32,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0286584,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00041399,2025-08-17T10:29:04,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0287084,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00041899,2024-10-22T09:42:46,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0287584,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00042399,2025-02-18T06:13:19,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0288084,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00042899,2025-06-19T03:38:40,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0288584,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00043399,2024-06-15T20:42:31,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0289084,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00043899,2025-10-19T00:32:36,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0289584,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00044399,2024-01-06T18:03:55,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0290084,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00044899,2024-01-13T01:43:56,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0290584,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00045399,2025-04-29T14:38:07,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0291084,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00045899,2025-03-18T05:59:15,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0291584,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00046399,2024-06-30T05:42:28,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0292084,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00046899,2024-11-22T01:52:54,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0292584,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00047399,2024-09-04T11:19:50,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0293084,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00047899,2024-03-22T17:59:48,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0293584,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00048399,2024-04-27T12:17:34,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0294084,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00048899,2024-03-11T09:16:32,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0294584,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00049399,2025-09-05T16:23:21,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0295084,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00049899,2025-05-11T12:04:26,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
REL-0295584,Case,CASE-01591,HAS_EVENT,Transaction,TXN-00050399,2025-09-26T17:35:31,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-FIN-1591
