transaction_id,timestamp,sender_account_id,receiver_account_id,amount,currency,transaction_type,status,anomaly_flag,anomaly_score,ml_pattern_metadata,synthetic_flag,data_origin,source_dataset,source_record_reference,confidence,scenario_id
TXN-00058399,2024-04-13T05:39:29,ACC-013737,ACC-017525,347.9,INR,deposit,completed,true,0.944347,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00058899,2025-09-07T03:33:12,ACC-013737,ACC-017525,917.58,INR,transfer,completed,true,0.98811,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00059399,2024-11-18T08:49:35,ACC-013737,ACC-017525,1147.94,INR,transfer,completed,true,0.914248,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00059899,2025-06-10T11:25:26,ACC-013737,ACC-017525,836.15,INR,transfer,completed,false,0.812179,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00060399,2024-09-12T06:48:23,ACC-013737,ACC-017525,1288.66,INR,transfer,completed,true,0.838633,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00060899,2025-12-02T01:39:53,ACC-013737,ACC-017525,2656.36,INR,transfer,completed,true,0.945949,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00061399,2025-04-12T22:16:28,ACC-013737,ACC-017525,2376.34,INR,payment,completed,true,0.969686,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00061899,2024-12-11T13:57:50,ACC-013737,ACC-017525,3364.56,INR,withdrawal,completed,true,0.887301,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00062399,2024-10-02T00:21:02,ACC-013737,ACC-017525,1233.7,INR,payment,completed,true,0.843852,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00062899,2024-07-16T23:17:24,ACC-013737,ACC-017525,1695.76,INR,payment,pending,false,0.811512,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00063399,2025-11-09T00:48:24,ACC-013737,ACC-017525,1225.54,INR,transfer,pending,true,0.868045,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00063899,2025-02-07T01:39:47,ACC-013737,ACC-017525,5217.89,INR,deposit,completed,false,0.800341,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00064399,2024-09-06T21:51:44,ACC-013737,ACC-017525,1553.43,INR,payment,completed,true,0.83393,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00064899,2024-07-04T15:58:15,ACC-013737,ACC-017525,4330.37,INR,deposit,pending,true,0.829529,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00065399,2024-06-25T07:23:22,ACC-013737,ACC-017525,2981.83,INR,payment,completed,true,0.837258,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00065899,2024-09-24T03:01:14,ACC-013737,ACC-017525,1161.36,INR,transfer,completed,true,0.830302,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00066399,2025-10-27T12:09:13,ACC-013737,ACC-017525,2315.34,INR,payment,pending,true,0.951116,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00066899,2024-11-09T12:09:51,ACC-013737,ACC-017525,3117.51,INR,payment,completed,true,0.930372,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00067399,2024-05-03T06:41:46,ACC-013737,ACC-017525,322.04,INR,transfer,completed,true,0.862834,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00067899,2025-02-22T12:51:52,ACC-013737,ACC-017525,6330.47,INR,deposit,completed,true,0.984864,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00068399,2025-08-27T21:26:21,ACC-013737,ACC-017525,338.4,INR,deposit,completed,true,0.961928,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00068899,2024-12-21T07:00:52,ACC-013737,ACC-017525,2377.59,INR,transfer,pending,true,0.860115,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00069399,2025-04-30T11:23:47,ACC-013737,ACC-017525,626.77,INR,payment,pending,true,0.839464,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00069899,2024-02-12T20:38:14,ACC-013737,ACC-017525,1701.35,INR,payment,completed,true,0.989853,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00070399,2024-03-18T20:16:26,ACC-013737,ACC-017525,8423.01,INR,payment,pending,true,0.894767,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00070899,2025-06-27T12:04:08,ACC-013737,ACC-017525,1122.6,INR,deposit,completed,true,0.978256,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00071399,2025-11-02T08:19:06,ACC-013737,ACC-017525,475.38,INR,payment,completed,false,0.807697,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00071899,2025-09-15T06:27:09,ACC-013737,ACC-017525,2587.12,INR,deposit,completed,true,0.952708,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00072399,2025-02-06T10:19:23,ACC-013737,ACC-017525,3010.94,INR,deposit,pending,true,0.872373,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00072899,2024-02-25T20:28:30,ACC-013737,ACC-017525,1204.75,INR,transfer,completed,true,0.857543,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00073399,2024-12-05T22:16:41,ACC-013737,ACC-017525,11898.89,INR,withdrawal,completed,true,0.947311,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00073899,2024-04-05T06:32:40,ACC-013737,ACC-017525,145.08,INR,transfer,pending,true,0.970425,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00074399,2025-04-04T03:27:15,ACC-013737,ACC-017525,2568.07,INR,deposit,completed,true,0.864987,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00074899,2024-07-17T02:41:41,ACC-013737,ACC-017525,639.92,INR,withdrawal,pending,true,0.863562,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00075399,2025-10-12T22:57:33,ACC-013737,ACC-017525,594.07,INR,deposit,completed,false,0.809867,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00075899,2025-04-17T09:48:19,ACC-013737,ACC-017525,2442.99,INR,payment,completed,true,0.965865,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00076399,2024-04-24T21:48:40,ACC-013737,ACC-017525,1786.92,INR,deposit,completed,true,0.883382,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00076899,2025-03-07T03:19:01,ACC-013737,ACC-017525,4120.18,INR,withdrawal,pending,true,0.82793,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00077399,2024-11-26T22:47:54,ACC-013737,ACC-017525,4136.1,INR,withdrawal,pending,false,0.809212,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00077899,2024-12-17T14:46:23,ACC-013737,ACC-017525,609.6,INR,payment,pending,true,0.925089,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00078399,2025-12-06T02:30:38,ACC-013737,ACC-017525,1030.97,INR,deposit,completed,false,0.818264,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00078899,2025-08-15T21:45:34,ACC-013737,ACC-017525,554.89,INR,withdrawal,completed,true,0.965677,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00079399,2025-04-03T17:35:21,ACC-013737,ACC-017525,613.71,INR,transfer,completed,false,0.818167,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00079899,2024-06-05T03:19:44,ACC-013737,ACC-017525,593.52,INR,transfer,pending,true,0.908605,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00080399,2025-08-27T13:16:29,ACC-013737,ACC-017525,299.22,INR,deposit,completed,true,0.844286,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00080899,2024-10-04T14:18:05,ACC-013737,ACC-017525,3892.1,INR,withdrawal,completed,true,0.920349,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00081399,2024-11-26T16:31:05,ACC-013737,ACC-017525,1008.21,INR,deposit,pending,true,0.889951,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00081899,2024-06-22T10:30:34,ACC-013737,ACC-017525,730.25,INR,withdrawal,completed,true,0.860061,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00082399,2025-05-19T01:42:11,ACC-013737,ACC-017525,320.5,INR,withdrawal,completed,true,0.925777,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00082899,2024-04-06T04:32:28,ACC-013737,ACC-017525,1458.93,INR,withdrawal,pending,true,0.89996,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00083399,2025-08-13T02:03:12,ACC-013737,ACC-017525,18289.77,INR,deposit,completed,true,0.843104,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00083899,2024-03-10T19:34:52,ACC-013737,ACC-017525,765.2,INR,payment,completed,true,0.911898,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00084399,2025-11-25T01:32:44,ACC-013737,ACC-017525,9458.99,INR,withdrawal,completed,true,0.88911,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00084899,2025-06-27T01:36:41,ACC-013737,ACC-017525,308.48,INR,payment,completed,true,0.83196,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00085399,2025-10-24T03:45:06,ACC-013737,ACC-017525,553.34,INR,transfer,completed,true,0.972092,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00085899,2025-12-03T11:26:10,ACC-013737,ACC-017525,6686.61,INR,payment,completed,true,0.928253,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00086399,2025-02-20T01:15:03,ACC-013737,ACC-017525,859.16,INR,payment,completed,true,0.957009,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00086899,2025-08-23T12:15:47,ACC-013737,ACC-017525,5777.58,INR,transfer,pending,true,0.902832,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00087399,2025-04-27T07:10:38,ACC-013737,ACC-017525,1524.11,INR,transfer,completed,true,0.896133,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00087899,2025-11-12T08:50:59,ACC-013737,ACC-017525,4254.3,INR,payment,pending,true,0.940275,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00088399,2024-08-04T08:49:47,ACC-013737,ACC-017525,2608.83,INR,transfer,completed,false,0.800645,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00088899,2025-11-23T20:56:41,ACC-013737,ACC-017525,2537.59,INR,withdrawal,completed,true,0.847581,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00089399,2025-11-03T06:28:13,ACC-013737,ACC-017525,773.65,INR,deposit,completed,true,0.937718,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00089899,2024-08-26T10:09:40,ACC-013737,ACC-017525,1873.16,INR,withdrawal,completed,true,0.919044,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00090399,2024-06-29T03:52:48,ACC-013737,ACC-017525,393.59,INR,deposit,completed,true,0.974483,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00090899,2024-02-17T14:44:16,ACC-013737,ACC-017525,9605.02,INR,deposit,completed,true,0.94313,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00091399,2025-03-23T14:34:34,ACC-013737,ACC-017525,613.02,INR,transfer,completed,true,0.834629,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00091899,2025-01-30T12:41:08,ACC-013737,ACC-017525,1302.72,INR,payment,completed,true,0.886608,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00092399,2024-12-05T09:12:51,ACC-013737,ACC-017525,279.28,INR,payment,pending,true,0.909535,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00092899,2024-01-26T22:59:28,ACC-013737,ACC-017525,15840.78,INR,transfer,completed,true,0.864902,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00093399,2025-07-19T14:37:20,ACC-013737,ACC-017525,1176.82,INR,payment,pending,true,0.879208,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00093899,2025-02-19T14:24:56,ACC-013737,ACC-017525,3735.86,INR,deposit,completed,true,0.92064,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00094399,2024-05-06T04:03:56,ACC-013737,ACC-017525,1099.17,INR,deposit,completed,true,0.947311,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00094899,2024-01-07T14:20:38,ACC-013737,ACC-017525,278.38,INR,withdrawal,completed,true,0.835037,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00095399,2025-08-05T22:29:08,ACC-013737,ACC-017525,957.5,INR,transfer,pending,true,0.825377,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00095899,2024-07-21T00:29:25,ACC-013737,ACC-017525,915.55,INR,withdrawal,completed,true,0.954398,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00096399,2025-06-26T03:32:17,ACC-013737,ACC-017525,572.22,INR,deposit,completed,true,0.935713,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00096899,2024-06-09T00:30:19,ACC-013737,ACC-017525,2248.19,INR,payment,completed,false,0.809807,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00097399,2024-12-08T19:39:05,ACC-013737,ACC-017525,418.29,INR,payment,completed,true,0.95519,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00097899,2024-05-31T06:05:32,ACC-013737,ACC-017525,1801.25,INR,deposit,pending,true,0.846667,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00098399,2024-05-19T00:56:07,ACC-013737,ACC-017525,565.12,INR,deposit,pending,false,0.801792,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00098899,2025-07-09T02:12:34,ACC-013737,ACC-017525,3186.0,INR,withdrawal,completed,false,0.803236,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00099399,2024-09-12T18:25:34,ACC-013737,ACC-017525,2044.49,INR,payment,pending,true,0.861862,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00099899,2025-05-16T20:40:29,ACC-013737,ACC-017525,1157.01,INR,deposit,completed,false,0.814291,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00100399,2024-09-04T19:40:58,ACC-013737,ACC-017525,679.32,INR,transfer,completed,true,0.852944,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00100899,2024-02-26T00:56:21,ACC-013737,ACC-017525,642.12,INR,payment,completed,true,0.820967,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00101399,2024-05-06T10:22:49,ACC-013737,ACC-017525,3305.55,INR,payment,completed,true,0.846013,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00101899,2024-03-07T11:33:01,ACC-013737,ACC-017525,87526.89,INR,transfer,pending,true,0.843516,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00102399,2024-10-14T22:03:38,ACC-013737,ACC-017525,346.36,INR,deposit,completed,true,0.826316,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00102899,2024-03-18T12:29:06,ACC-013737,ACC-017525,981.3,INR,payment,completed,false,0.818611,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00103399,2024-06-17T20:14:20,ACC-013737,ACC-017525,10345.89,INR,payment,completed,true,0.894956,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00103899,2025-08-13T07:44:16,ACC-013737,ACC-017525,931.85,INR,payment,pending,true,0.87939,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00104399,2025-06-17T12:29:25,ACC-013737,ACC-017525,2910.52,INR,payment,completed,true,0.828576,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00104899,2024-05-23T22:16:47,ACC-013737,ACC-017525,1170.84,INR,withdrawal,pending,true,0.962277,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00105399,2024-04-22T06:22:08,ACC-013737,ACC-017525,2677.9,INR,withdrawal,completed,false,0.806502,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00105899,2024-12-12T23:24:07,ACC-013737,ACC-017525,3177.15,INR,payment,pending,true,0.822359,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00106399,2025-02-28T20:07:55,ACC-013737,ACC-017525,247.34,INR,transfer,completed,false,0.818781,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00106899,2024-02-05T02:24:06,ACC-013737,ACC-017525,2268.3,INR,payment,completed,true,0.948226,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00107399,2024-03-04T12:02:56,ACC-013737,ACC-017525,247.01,INR,transfer,completed,true,0.903988,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00107899,2025-04-03T23:15:14,ACC-013737,ACC-017525,255.02,INR,transfer,pending,true,0.883802,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00108399,2024-09-25T00:57:11,ACC-013737,ACC-017525,395.99,INR,deposit,completed,true,0.980733,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00108899,2025-06-24T02:36:05,ACC-013737,ACC-017525,1098.43,INR,transfer,pending,true,0.954964,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00109399,2024-12-02T00:18:23,ACC-013737,ACC-017525,561.48,INR,deposit,completed,true,0.974737,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00109899,2025-05-27T07:02:01,ACC-013737,ACC-017525,4095.84,INR,payment,completed,true,0.944545,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00110399,2024-03-07T00:52:20,ACC-013737,ACC-017525,519.77,INR,payment,pending,true,0.885614,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00110899,2025-10-16T20:27:28,ACC-013737,ACC-017525,13878.69,INR,withdrawal,completed,true,0.837581,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00111399,2024-07-24T07:50:54,ACC-013737,ACC-017525,835.31,INR,deposit,completed,false,0.805544,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00111899,2025-03-02T22:56:34,ACC-013737,ACC-017525,6417.75,INR,transfer,pending,true,0.929316,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00112399,2024-03-30T17:44:30,ACC-013737,ACC-017525,1826.73,INR,deposit,completed,true,0.827262,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00112899,2024-04-06T16:10:03,ACC-013737,ACC-017525,1248.77,INR,deposit,completed,true,0.953268,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00113399,2024-05-05T03:04:45,ACC-013737,ACC-017525,109.34,INR,deposit,pending,false,0.801183,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00113899,2025-08-01T04:19:54,ACC-013737,ACC-017525,139.83,INR,transfer,pending,true,0.931708,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00114399,2024-04-20T04:34:28,ACC-013737,ACC-017525,1709.63,INR,deposit,pending,true,0.955545,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00114899,2024-05-16T13:32:38,ACC-013737,ACC-017525,165.31,INR,deposit,completed,true,0.934549,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00115399,2024-12-10T02:04:35,ACC-013737,ACC-017525,877.01,INR,deposit,completed,true,0.908106,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00115899,2024-05-28T12:24:30,ACC-013737,ACC-017525,945.71,INR,transfer,completed,true,0.859262,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00116399,2024-06-12T21:31:40,ACC-013737,ACC-017525,1110.58,INR,withdrawal,completed,false,0.802386,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
