context_id,year,state_ut,city,crime_category,crime_count,measure_type,synthetic_flag,data_origin,source_dataset,source_record_reference,confidence,scenario_id
CTX-00184,2022,Madhya Pradesh,Indore,other,1186,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00184,MEDIUM,
CTX-00185,2024,Maharashtra,Nagpur,fraud,9172,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00185,MEDIUM,
CTX-00186,2022,Telangana,Hyderabad,violent,7430,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00186,MEDIUM,
CTX-00187,2024,Gujarat,Ahmedabad,theft,7125,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00187,MEDIUM,
CTX-00188,2024,Karnataka,Bengaluru,fraud,5390,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00188,MEDIUM,
CTX-00189,2023,Maharashtra,Pune,violent,2160,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00189,MEDIUM,
CTX-00190,2024,West Bengal,Kolkata,other,20661,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00190,MEDIUM,
CTX-00191,2022,Maharashtra,Nagpur,violent,15601,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00191,MEDIUM,
CTX-00192,2024,Delhi,Delhi,violent,4604,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00192,MEDIUM,
CTX-00193,2022,Telangana,Hyderabad,other,22911,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00193,MEDIUM,
CTX-00194,2024,Maharashtra,Pune,property,16334,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00194,MEDIUM,
CTX-00195,2022,Gujarat,Ahmedabad,other,3308,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00195,MEDIUM,
CTX-00196,2024,Maharashtra,Mumbai,economic,12474,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00196,MEDIUM,
CTX-00197,2022,Madhya Pradesh,Indore,property,18991,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00197,MEDIUM,
CTX-00198,2022,Delhi,Delhi,cyber-related,7766,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00198,MEDIUM,
CTX-00199,2024,Madhya Pradesh,Indore,fraud,2743,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00199,MEDIUM,
CTX-00200,2024,Karnataka,Bengaluru,theft,18036,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00200,MEDIUM,
CTX-00201,2024,Maharashtra,Mumbai,violent,15175,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00201,MEDIUM,
CTX-00202,2023,Maharashtra,Pune,economic,14612,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00202,MEDIUM,
CTX-00203,2024,Gujarat,Ahmedabad,violent,18137,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00203,MEDIUM,
CTX-00204,2022,Gujarat,Ahmedabad,fraud,3867,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00204,MEDIUM,
CTX-00205,2022,Gujarat,Ahmedabad,theft,1942,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00205,MEDIUM,
CTX-00206,2022,Gujarat,Ahmedabad,violent,11636,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00206,MEDIUM,
CTX-00207,2024,Telangana,Hyderabad,fraud,9357,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00207,MEDIUM,
CTX-00208,2023,Madhya Pradesh,Indore,property,2648,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00208,MEDIUM,
CTX-00209,2023,Maharashtra,Nashik,cyber-related,14868,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00209,MEDIUM,
CTX-00210,2024,West Bengal,Kolkata,fraud,2271,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00210,MEDIUM,
CTX-00211,2023,Maharashtra,Pune,other,554,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00211,MEDIUM,
CTX-00212,2023,Telangana,Hyderabad,theft,95,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00212,MEDIUM,
CTX-00213,2022,Karnataka,Bengaluru,fraud,24428,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00213,MEDIUM,
CTX-00214,2023,Madhya Pradesh,Indore,violent,23966,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00214,MEDIUM,
CTX-00215,2024,Madhya Pradesh,Indore,property,1110,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00215,MEDIUM,
CTX-00216,2023,Maharashtra,Nagpur,fraud,17768,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00216,MEDIUM,
CTX-00217,2023,West Bengal,Kolkata,other,18289,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00217,MEDIUM,
CTX-00218,2022,West Bengal,Kolkata,cyber-related,22675,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00218,MEDIUM,
CTX-00219,2024,Madhya Pradesh,Indore,property,10220,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00219,MEDIUM,
CTX-00220,2023,Gujarat,Ahmedabad,fraud,3642,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00220,MEDIUM,
CTX-00221,2023,West Bengal,Kolkata,cyber-related,20629,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00221,MEDIUM,
CTX-00222,2022,Maharashtra,Nashik,violent,3340,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00222,MEDIUM,
CTX-00223,2022,Maharashtra,Mumbai,cyber-related,7315,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00223,MEDIUM,
CTX-00224,2024,Maharashtra,Pune,violent,23113,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00224,MEDIUM,
CTX-00225,2023,Gujarat,Ahmedabad,property,11224,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00225,MEDIUM,
CTX-00226,2024,Madhya Pradesh,Indore,theft,1357,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00226,MEDIUM,
CTX-00227,2023,West Bengal,Kolkata,property,16976,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00227,MEDIUM,
CTX-00228,2022,Karnataka,Bengaluru,cyber-related,10942,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00228,MEDIUM,
CTX-00229,2022,Maharashtra,Nagpur,cyber-related,11413,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00229,MEDIUM,
CTX-00230,2022,Delhi,Delhi,economic,24681,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00230,MEDIUM,
CTX-00231,2023,Maharashtra,Pune,economic,14972,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00231,MEDIUM,
CTX-00232,2023,Delhi,Delhi,other,1794,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00232,MEDIUM,
CTX-00233,2023,Maharashtra,Mumbai,fraud,17046,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00233,MEDIUM,
CTX-00234,2024,Karnataka,Bengaluru,theft,514,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00234,MEDIUM,
CTX-00235,2023,Maharashtra,Mumbai,theft,21319,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00235,MEDIUM,
CTX-00236,2024,Maharashtra,Nagpur,violent,24720,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00236,MEDIUM,
CTX-00237,2024,Delhi,Delhi,economic,12519,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00237,MEDIUM,
CTX-00238,2022,Maharashtra,Nashik,violent,23164,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00238,MEDIUM,
CTX-00239,2023,Gujarat,Ahmedabad,theft,19613,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00239,MEDIUM,
CTX-00240,2022,Gujarat,Ahmedabad,other,5622,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00240,MEDIUM,
CTX-00241,2022,West Bengal,Kolkata,fraud,10924,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00241,MEDIUM,
CTX-00242,2022,Madhya Pradesh,Indore,other,21160,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00242,MEDIUM,
CTX-00243,2023,Gujarat,Ahmedabad,cyber-related,6441,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00243,MEDIUM,
CTX-00244,2023,Karnataka,Bengaluru,economic,20275,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00244,MEDIUM,
CTX-00245,2024,Karnataka,Bengaluru,cyber-related,21927,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00245,MEDIUM,
CTX-00246,2022,West Bengal,Kolkata,theft,13820,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00246,MEDIUM,
CTX-00247,2022,Maharashtra,Mumbai,cyber-related,24999,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00247,MEDIUM,
CTX-00248,2022,Karnataka,Bengaluru,violent,5774,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00248,MEDIUM,
CTX-00249,2023,Maharashtra,Nagpur,cyber-related,5292,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00249,MEDIUM,
CTX-00250,2024,Maharashtra,Nashik,other,6437,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00250,MEDIUM,
CTX-00251,2024,Maharashtra,Mumbai,economic,16197,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00251,MEDIUM,
CTX-00252,2024,West Bengal,Kolkata,violent,11264,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00252,MEDIUM,
CTX-00253,2023,Maharashtra,Nashik,fraud,16530,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00253,MEDIUM,
CTX-00254,2022,Telangana,Hyderabad,other,12846,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00254,MEDIUM,
CTX-00255,2022,Telangana,Hyderabad,other,20651,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00255,MEDIUM,
CTX-00256,2023,Karnataka,Bengaluru,cyber-related,11430,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00256,MEDIUM,
CTX-00257,2022,Maharashtra,Pune,violent,6515,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00257,MEDIUM,
CTX-00258,2023,Delhi,Delhi,theft,9943,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00258,MEDIUM,
CTX-00259,2023,Madhya Pradesh,Indore,fraud,3051,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00259,MEDIUM,
CTX-00260,2024,Gujarat,Ahmedabad,economic,14634,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00260,MEDIUM,
CTX-00261,2022,West Bengal,Kolkata,economic,17688,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00261,MEDIUM,
CTX-00262,2023,Maharashtra,Mumbai,economic,8640,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00262,MEDIUM,
CTX-00263,2024,Telangana,Hyderabad,cyber-related,10234,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00263,MEDIUM,
CTX-00264,2022,Maharashtra,Nagpur,violent,10066,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00264,MEDIUM,
CTX-00265,2024,West Bengal,Kolkata,violent,24567,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00265,MEDIUM,
CTX-00266,2024,Karnataka,Bengaluru,other,18097,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00266,MEDIUM,
CTX-00267,2023,Maharashtra,Nagpur,property,14844,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00267,MEDIUM,
CTX-00268,2022,Maharashtra,Nagpur,cyber-related,16879,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00268,MEDIUM,
CTX-00269,2022,Maharashtra,Mumbai,other,19755,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00269,MEDIUM,
CTX-00270,2024,Maharashtra,Mumbai,violent,5831,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00270,MEDIUM,
CTX-00271,2022,Madhya Pradesh,Indore,cyber-related,9453,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00271,MEDIUM,
CTX-00272,2022,West Bengal,Kolkata,theft,13853,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00272,MEDIUM,
CTX-00273,2022,Gujarat,Ahmedabad,economic,17375,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00273,MEDIUM,
CTX-00274,2023,Gujarat,Ahmedabad,economic,10929,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00274,MEDIUM,
CTX-00275,2023,West Bengal,Kolkata,property,3170,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00275,MEDIUM,
CTX-00276,2023,West Bengal,Kolkata,fraud,22080,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00276,MEDIUM,
CTX-00277,2022,Karnataka,Bengaluru,other,15894,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00277,MEDIUM,
CTX-00278,2022,Karnataka,Bengaluru,cyber-related,14248,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00278,MEDIUM,
CTX-00279,2023,Maharashtra,Pune,other,3395,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00279,MEDIUM,
CTX-00280,2022,Karnataka,Bengaluru,cyber-related,23113,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00280,MEDIUM,
CTX-00281,2023,Gujarat,Ahmedabad,property,19845,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00281,MEDIUM,
CTX-00282,2023,Maharashtra,Pune,theft,8574,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00282,MEDIUM,
CTX-00283,2022,Madhya Pradesh,Indore,theft,16516,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00283,MEDIUM,
CTX-00284,2022,Maharashtra,Nashik,fraud,6592,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00284,MEDIUM,
CTX-00285,2024,Maharashtra,Pune,economic,21160,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00285,MEDIUM,
CTX-00286,2022,West Bengal,Kolkata,economic,13844,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00286,MEDIUM,
CTX-00287,2022,Karnataka,Bengaluru,cyber-related,22451,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00287,MEDIUM,
CTX-00288,2024,Telangana,Hyderabad,economic,19188,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00288,MEDIUM,
CTX-00289,2022,Maharashtra,Nashik,theft,19523,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00289,MEDIUM,
CTX-00290,2022,Maharashtra,Pune,economic,6475,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00290,MEDIUM,
CTX-00291,2023,Delhi,Delhi,theft,9489,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00291,MEDIUM,
CTX-00292,2022,Gujarat,Ahmedabad,cyber-related,24727,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00292,MEDIUM,
CTX-00293,2023,West Bengal,Kolkata,property,21315,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00293,MEDIUM,
CTX-00294,2022,Maharashtra,Mumbai,property,13440,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00294,MEDIUM,
CTX-00295,2024,Gujarat,Ahmedabad,fraud,9887,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00295,MEDIUM,
CTX-00296,2024,West Bengal,Kolkata,economic,17145,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00296,MEDIUM,
CTX-00297,2022,Delhi,Delhi,fraud,12585,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00297,MEDIUM,
CTX-00298,2022,Telangana,Hyderabad,violent,19728,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00298,MEDIUM,
CTX-00299,2024,West Bengal,Kolkata,property,6611,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00299,MEDIUM,
CTX-00300,2023,Maharashtra,Mumbai,violent,4812,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00300,MEDIUM,
CTX-00301,2022,Gujarat,Ahmedabad,violent,21975,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00301,MEDIUM,
CTX-00302,2023,Delhi,Delhi,property,21755,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00302,MEDIUM,
CTX-00303,2024,Madhya Pradesh,Indore,property,22052,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00303,MEDIUM,
CTX-00304,2023,Maharashtra,Pune,economic,24817,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00304,MEDIUM,
CTX-00305,2023,Madhya Pradesh,Indore,economic,6868,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00305,MEDIUM,
CTX-00306,2022,Madhya Pradesh,Indore,cyber-related,6591,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00306,MEDIUM,
CTX-00307,2022,Karnataka,Bengaluru,theft,23294,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00307,MEDIUM,
CTX-00308,2022,Madhya Pradesh,Indore,cyber-related,12284,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00308,MEDIUM,
CTX-00309,2023,Telangana,Hyderabad,cyber-related,11270,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00309,MEDIUM,
CTX-00310,2024,Maharashtra,Nashik,violent,24961,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00310,MEDIUM,
CTX-00311,2022,Maharashtra,Nagpur,cyber-related,19220,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00311,MEDIUM,
CTX-00312,2024,Karnataka,Bengaluru,other,4062,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00312,MEDIUM,
CTX-00313,2023,Delhi,Delhi,cyber-related,12362,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00313,MEDIUM,
CTX-00314,2023,Gujarat,Ahmedabad,economic,182,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00314,MEDIUM,
CTX-00315,2024,West Bengal,Kolkata,theft,151,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00315,MEDIUM,
CTX-00316,2023,Maharashtra,Nagpur,cyber-related,1307,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00316,MEDIUM,
CTX-00317,2024,Maharashtra,Mumbai,fraud,17874,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00317,MEDIUM,
CTX-00318,2024,Delhi,Delhi,cyber-related,2299,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00318,MEDIUM,
CTX-00319,2022,Telangana,Hyderabad,other,23344,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00319,MEDIUM,
CTX-00320,2024,Telangana,Hyderabad,property,14298,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00320,MEDIUM,
CTX-00321,2024,Maharashtra,Nagpur,theft,16072,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00321,MEDIUM,
CTX-00322,2024,Maharashtra,Pune,other,489,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00322,MEDIUM,
CTX-00323,2024,Maharashtra,Nagpur,violent,18666,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00323,MEDIUM,
CTX-00324,2024,Karnataka,Bengaluru,other,15074,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00324,MEDIUM,
CTX-00325,2024,Maharashtra,Mumbai,property,14745,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00325,MEDIUM,
CTX-00326,2023,Karnataka,Bengaluru,property,3885,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00326,MEDIUM,
CTX-00327,2024,Karnataka,Bengaluru,theft,20655,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00327,MEDIUM,
CTX-00328,2023,Madhya Pradesh,Indore,violent,16753,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00328,MEDIUM,
CTX-00329,2024,Maharashtra,Mumbai,property,22710,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00329,MEDIUM,
CTX-00330,2023,Delhi,Delhi,theft,1329,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00330,MEDIUM,
CTX-00331,2024,Madhya Pradesh,Indore,fraud,15897,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00331,MEDIUM,
CTX-00332,2023,Delhi,Delhi,economic,22122,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00332,MEDIUM,
CTX-00333,2022,Delhi,Delhi,theft,10876,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00333,MEDIUM,
CTX-00334,2024,Madhya Pradesh,Indore,economic,1543,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00334,MEDIUM,
CTX-00335,2022,West Bengal,Kolkata,theft,13236,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00335,MEDIUM,
CTX-00336,2024,Maharashtra,Nagpur,economic,3210,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00336,MEDIUM,
CTX-00337,2024,Telangana,Hyderabad,property,14944,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00337,MEDIUM,
CTX-00338,2022,Gujarat,Ahmedabad,theft,6082,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00338,MEDIUM,
CTX-00339,2022,Delhi,Delhi,economic,4088,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00339,MEDIUM,
CTX-00340,2023,West Bengal,Kolkata,fraud,15210,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00340,MEDIUM,
CTX-00341,2024,Delhi,Delhi,theft,794,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00341,MEDIUM,
CTX-00342,2023,Telangana,Hyderabad,other,16297,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00342,MEDIUM,
CTX-00343,2024,West Bengal,Kolkata,violent,17536,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00343,MEDIUM,
CTX-00344,2024,Madhya Pradesh,Indore,cyber-related,18427,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00344,MEDIUM,
CTX-00345,2024,Maharashtra,Nashik,violent,11308,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00345,MEDIUM,
CTX-00346,2022,Maharashtra,Nagpur,cyber-related,19519,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00346,MEDIUM,
CTX-00347,2024,Delhi,Delhi,economic,12295,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00347,MEDIUM,
CTX-00348,2024,Madhya Pradesh,Indore,theft,5768,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00348,MEDIUM,
CTX-00349,2023,Maharashtra,Nagpur,cyber-related,15313,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00349,MEDIUM,
CTX-00350,2024,Karnataka,Bengaluru,property,8821,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00350,MEDIUM,
CTX-00351,2022,West Bengal,Kolkata,cyber-related,3725,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00351,MEDIUM,
CTX-00352,2023,Karnataka,Bengaluru,cyber-related,18717,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00352,MEDIUM,
CTX-00353,2022,Maharashtra,Mumbai,economic,6409,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00353,MEDIUM,
CTX-00354,2022,Maharashtra,Nagpur,economic,16213,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00354,MEDIUM,
CTX-00355,2023,Madhya Pradesh,Indore,violent,14960,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00355,MEDIUM,
CTX-00356,2023,Maharashtra,Mumbai,other,16948,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00356,MEDIUM,
CTX-00357,2022,Maharashtra,Nagpur,other,19307,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00357,MEDIUM,
CTX-00358,2022,Maharashtra,Nagpur,property,19246,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00358,MEDIUM,
CTX-00359,2022,West Bengal,Kolkata,other,12943,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00359,MEDIUM,
CTX-00360,2024,Telangana,Hyderabad,economic,6698,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00360,MEDIUM,
CTX-00361,2024,Gujarat,Ahmedabad,other,8026,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00361,MEDIUM,
CTX-00362,2024,Gujarat,Ahmedabad,property,7127,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00362,MEDIUM,
CTX-00363,2023,Karnataka,Bengaluru,fraud,1041,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00363,MEDIUM,
CTX-00364,2024,Delhi,Delhi,economic,14681,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00364,MEDIUM,
CTX-00365,2023,Maharashtra,Nashik,violent,12027,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00365,MEDIUM,
CTX-00366,2023,Madhya Pradesh,Indore,other,14212,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00366,MEDIUM,
