case_id,case_title,investigation_type,status,opened_at,description,data_origin,source_dataset,source_record_reference,Synthetic_Flag,Source_Dataset,Generation_Batch_ID,Confidence_Level,Provenance_Mode,Audit_Reference
CASE-00348,Synthetic investigation 0348,cyber,open,2024-03-19T12:49:50,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0348,Medium,synthetic-design,AUDIT-cases-CASE-00348
CASE-00349,Synthetic investigation 0349,physical,open,2025-06-04T13:38:00,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0349,Medium,synthetic-design,AUDIT-cases-CASE-00349
CASE-00350,Synthetic investigation 0350,mixed,review,2025-03-25T08:37:06,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0350,Medium,synthetic-design,AUDIT-cases-CASE-00350
CASE-00351,Synthetic investigation 0351,financial,open,2024-03-01T05:01:38,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0351,Medium,synthetic-design,AUDIT-cases-CASE-00351
CASE-00352,Synthetic investigation 0352,communication,open,2025-05-10T21:21:03,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0352,Medium,synthetic-design,AUDIT-cases-CASE-00352
CASE-00353,Synthetic investigation 0353,cyber,closed,2025-07-13T21:26:45,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0353,Medium,synthetic-design,AUDIT-cases-CASE-00353
CASE-00354,Synthetic investigation 0354,physical,closed,2024-02-02T09:06:29,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0354,Medium,synthetic-design,AUDIT-cases-CASE-00354
CASE-00355,Synthetic investigation 0355,mixed,review,2025-07-24T23:41:20,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0355,Medium,synthetic-design,AUDIT-cases-CASE-00355
CASE-00356,Synthetic investigation 0356,financial,open,2024-01-09T07:10:11,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0356,Medium,synthetic-design,AUDIT-cases-CASE-00356
CASE-00357,Synthetic investigation 0357,communication,closed,2024-09-18T23:25:00,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0357,Medium,synthetic-design,AUDIT-cases-CASE-00357
CASE-00358,Synthetic investigation 0358,cyber,review,2025-05-05T09:44:16,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0358,Medium,synthetic-design,AUDIT-cases-CASE-00358
CASE-00359,Synthetic investigation 0359,physical,open,2024-06-24T07:50:55,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0359,Medium,synthetic-design,AUDIT-cases-CASE-00359
CASE-00360,Synthetic investigation 0360,mixed,open,2025-05-28T18:18:41,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0360,Medium,synthetic-design,AUDIT-cases-CASE-00360
CASE-00361,Synthetic investigation 0361,financial,closed,2024-11-19T14:07:59,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0361,Medium,synthetic-design,AUDIT-cases-CASE-00361
CASE-00362,Synthetic investigation 0362,communication,open,2024-05-11T15:11:50,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0362,Medium,synthetic-design,AUDIT-cases-CASE-00362
CASE-00363,Synthetic investigation 0363,cyber,closed,2024-04-13T21:36:54,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0363,Medium,synthetic-design,AUDIT-cases-CASE-00363
CASE-00364,Synthetic investigation 0364,physical,open,2025-02-20T10:00:11,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0364,Medium,synthetic-design,AUDIT-cases-CASE-00364
CASE-00365,Synthetic investigation 0365,mixed,review,2024-07-24T20:13:16,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0365,Medium,synthetic-design,AUDIT-cases-CASE-00365
CASE-00366,Synthetic investigation 0366,financial,closed,2024-03-01T05:58:59,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0366,Medium,synthetic-design,AUDIT-cases-CASE-00366
CASE-00367,Synthetic investigation 0367,communication,review,2025-08-07T16:02:46,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0367,Medium,synthetic-design,AUDIT-cases-CASE-00367
CASE-00368,Synthetic investigation 0368,cyber,closed,2024-04-20T13:41:37,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0368,Medium,synthetic-design,AUDIT-cases-CASE-00368
CASE-00369,Synthetic investigation 0369,physical,closed,2025-02-15T17:32:10,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0369,Medium,synthetic-design,AUDIT-cases-CASE-00369
CASE-00370,Synthetic investigation 0370,mixed,open,2024-12-28T19:04:27,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0370,Medium,synthetic-design,AUDIT-cases-CASE-00370
CASE-00371,Synthetic investigation 0371,financial,review,2024-07-09T06:41:20,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0371,Medium,synthetic-design,AUDIT-cases-CASE-00371
CASE-00372,Synthetic investigation 0372,communication,open,2025-05-18T20:44:16,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0372,Medium,synthetic-design,AUDIT-cases-CASE-00372
CASE-00373,Synthetic investigation 0373,cyber,open,2025-06-29T17:54:47,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0373,Medium,synthetic-design,AUDIT-cases-CASE-00373
CASE-00374,Synthetic investigation 0374,physical,review,2025-01-06T04:34:59,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0374,Medium,synthetic-design,AUDIT-cases-CASE-00374
CASE-00375,Synthetic investigation 0375,mixed,closed,2024-05-15T19:01:06,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0375,Medium,synthetic-design,AUDIT-cases-CASE-00375
CASE-00376,Synthetic investigation 0376,financial,review,2024-08-20T05:27:17,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0376,Medium,synthetic-design,AUDIT-cases-CASE-00376
CASE-00377,Synthetic investigation 0377,communication,review,2025-05-21T10:19:14,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0377,Medium,synthetic-design,AUDIT-cases-CASE-00377
CASE-00378,Synthetic investigation 0378,cyber,review,2025-02-17T18:41:29,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0378,Medium,synthetic-design,AUDIT-cases-CASE-00378
CASE-00379,Synthetic investigation 0379,physical,review,2024-10-24T02:07:38,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0379,Medium,synthetic-design,AUDIT-cases-CASE-00379
CASE-00380,Synthetic investigation 0380,mixed,closed,2024-06-29T15:36:44,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0380,Medium,synthetic-design,AUDIT-cases-CASE-00380
CASE-00381,Synthetic investigation 0381,financial,open,2024-08-31T23:00:21,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0381,Medium,synthetic-design,AUDIT-cases-CASE-00381
CASE-00382,Synthetic investigation 0382,communication,closed,2024-08-13T12:19:03,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0382,Medium,synthetic-design,AUDIT-cases-CASE-00382
CASE-00383,Synthetic investigation 0383,cyber,open,2024-10-16T04:16:00,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0383,Medium,synthetic-design,AUDIT-cases-CASE-00383
CASE-00384,Synthetic investigation 0384,physical,review,2024-03-01T13:36:38,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0384,Medium,synthetic-design,AUDIT-cases-CASE-00384
CASE-00385,Synthetic investigation 0385,mixed,review,2024-05-13T20:48:47,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0385,Medium,synthetic-design,AUDIT-cases-CASE-00385
CASE-00386,Synthetic investigation 0386,financial,review,2024-03-27T04:52:40,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0386,Medium,synthetic-design,AUDIT-cases-CASE-00386
CASE-00387,Synthetic investigation 0387,communication,review,2024-06-19T06:36:27,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0387,Medium,synthetic-design,AUDIT-cases-CASE-00387
CASE-00388,Synthetic investigation 0388,cyber,open,2024-09-05T15:35:41,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0388,Medium,synthetic-design,AUDIT-cases-CASE-00388
CASE-00389,Synthetic investigation 0389,physical,open,2024-09-11T03:18:01,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0389,Medium,synthetic-design,AUDIT-cases-CASE-00389
CASE-00390,Synthetic investigation 0390,mixed,open,2024-08-24T14:39:02,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0390,Medium,synthetic-design,AUDIT-cases-CASE-00390
CASE-00391,Synthetic investigation 0391,financial,closed,2024-03-09T06:28:42,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0391,Medium,synthetic-design,AUDIT-cases-CASE-00391
CASE-00392,Synthetic investigation 0392,communication,closed,2025-02-26T05:08:24,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0392,Medium,synthetic-design,AUDIT-cases-CASE-00392
CASE-00393,Synthetic investigation 0393,cyber,closed,2025-02-13T02:22:15,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0393,Medium,synthetic-design,AUDIT-cases-CASE-00393
CASE-00394,Synthetic investigation 0394,physical,closed,2024-04-28T21:48:11,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0394,Medium,synthetic-design,AUDIT-cases-CASE-00394
CASE-00395,Synthetic investigation 0395,mixed,closed,2025-06-05T02:58:55,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0395,Medium,synthetic-design,AUDIT-cases-CASE-00395
CASE-00396,Synthetic investigation 0396,financial,open,2025-06-08T00:18:12,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0396,Medium,synthetic-design,AUDIT-cases-CASE-00396
CASE-00397,Synthetic investigation 0397,communication,open,2024-02-25T01:55:13,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0397,Medium,synthetic-design,AUDIT-cases-CASE-00397
CASE-00398,Synthetic investigation 0398,cyber,open,2024-11-04T20:24:18,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0398,Medium,synthetic-design,AUDIT-cases-CASE-00398
CASE-00399,Synthetic investigation 0399,physical,open,2024-06-03T08:42:53,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0399,Medium,synthetic-design,AUDIT-cases-CASE-00399
CASE-00400,Synthetic investigation 0400,mixed,open,2024-07-26T05:11:33,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0400,Medium,synthetic-design,AUDIT-cases-CASE-00400
CASE-00401,Synthetic investigation 0401,financial,review,2024-01-05T17:50:22,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0401,Medium,synthetic-design,AUDIT-cases-CASE-00401
CASE-00402,Synthetic investigation 0402,communication,review,2025-06-30T17:47:06,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0402,Medium,synthetic-design,AUDIT-cases-CASE-00402
CASE-00403,Synthetic investigation 0403,cyber,review,2024-12-20T23:01:43,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0403,Medium,synthetic-design,AUDIT-cases-CASE-00403
CASE-00404,Synthetic investigation 0404,physical,open,2025-01-12T05:53:01,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0404,Medium,synthetic-design,AUDIT-cases-CASE-00404
CASE-00405,Synthetic investigation 0405,mixed,open,2024-09-03T23:26:46,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0405,Medium,synthetic-design,AUDIT-cases-CASE-00405
CASE-00406,Synthetic investigation 0406,financial,open,2025-05-02T19:35:12,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0406,Medium,synthetic-design,AUDIT-cases-CASE-00406
CASE-00407,Synthetic investigation 0407,communication,closed,2025-05-27T12:41:12,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0407,Medium,synthetic-design,AUDIT-cases-CASE-00407
CASE-00408,Synthetic investigation 0408,cyber,open,2024-03-24T16:03:41,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0408,Medium,synthetic-design,AUDIT-cases-CASE-00408
CASE-00409,Synthetic investigation 0409,physical,closed,2025-07-04T10:03:04,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0409,Medium,synthetic-design,AUDIT-cases-CASE-00409
CASE-00410,Synthetic investigation 0410,mixed,closed,2025-04-30T03:55:40,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0410,Medium,synthetic-design,AUDIT-cases-CASE-00410
CASE-00411,Synthetic investigation 0411,financial,closed,2024-06-08T12:32:26,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0411,Medium,synthetic-design,AUDIT-cases-CASE-00411
CASE-00412,Synthetic investigation 0412,communication,open,2024-12-08T12:44:22,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0412,Medium,synthetic-design,AUDIT-cases-CASE-00412
CASE-00413,Synthetic investigation 0413,cyber,open,2025-05-14T17:56:20,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0413,Medium,synthetic-design,AUDIT-cases-CASE-00413
CASE-00414,Synthetic investigation 0414,physical,review,2025-06-23T05:14:54,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0414,Medium,synthetic-design,AUDIT-cases-CASE-00414
CASE-00415,Synthetic investigation 0415,mixed,review,2024-05-24T02:31:14,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0415,Medium,synthetic-design,AUDIT-cases-CASE-00415
CASE-00416,Synthetic investigation 0416,financial,closed,2025-06-07T00:56:55,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0416,Medium,synthetic-design,AUDIT-cases-CASE-00416
CASE-00417,Synthetic investigation 0417,communication,closed,2025-01-10T15:29:37,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0417,Medium,synthetic-design,AUDIT-cases-CASE-00417
CASE-00418,Synthetic investigation 0418,cyber,closed,2024-04-15T12:16:53,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0418,Medium,synthetic-design,AUDIT-cases-CASE-00418
CASE-00419,Synthetic investigation 0419,physical,review,2024-04-23T17:25:44,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0419,Medium,synthetic-design,AUDIT-cases-CASE-00419
CASE-00420,Synthetic investigation 0420,mixed,review,2024-09-05T16:07:29,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0420,Medium,synthetic-design,AUDIT-cases-CASE-00420
CASE-00421,Synthetic investigation 0421,financial,open,2024-01-28T03:08:47,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0421,Medium,synthetic-design,AUDIT-cases-CASE-00421
CASE-00422,Synthetic investigation 0422,communication,closed,2025-08-06T21:32:24,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0422,Medium,synthetic-design,AUDIT-cases-CASE-00422
CASE-00423,Synthetic investigation 0423,cyber,open,2024-08-07T02:48:39,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0423,Medium,synthetic-design,AUDIT-cases-CASE-00423
CASE-00424,Synthetic investigation 0424,physical,review,2024-06-12T10:57:44,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0424,Medium,synthetic-design,AUDIT-cases-CASE-00424
CASE-00425,Synthetic investigation 0425,mixed,review,2024-12-24T14:25:49,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0425,Medium,synthetic-design,AUDIT-cases-CASE-00425
CASE-00426,Synthetic investigation 0426,financial,closed,2024-05-11T03:57:44,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0426,Medium,synthetic-design,AUDIT-cases-CASE-00426
CASE-00427,Synthetic investigation 0427,communication,open,2025-01-30T11:24:39,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0427,Medium,synthetic-design,AUDIT-cases-CASE-00427
CASE-00428,Synthetic investigation 0428,cyber,review,2025-02-05T13:53:20,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0428,Medium,synthetic-design,AUDIT-cases-CASE-00428
CASE-00429,Synthetic investigation 0429,physical,closed,2024-07-05T00:18:50,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0429,Medium,synthetic-design,AUDIT-cases-CASE-00429
CASE-00430,Synthetic investigation 0430,mixed,review,2024-07-28T05:05:52,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0430,Medium,synthetic-design,AUDIT-cases-CASE-00430
CASE-00431,Synthetic investigation 0431,financial,closed,2024-09-08T15:35:35,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0431,Medium,synthetic-design,AUDIT-cases-CASE-00431
CASE-00432,Synthetic investigation 0432,communication,closed,2024-07-17T09:56:09,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0432,Medium,synthetic-design,AUDIT-cases-CASE-00432
CASE-00433,Synthetic investigation 0433,cyber,closed,2024-09-22T13:39:29,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0433,Medium,synthetic-design,AUDIT-cases-CASE-00433
CASE-00434,Synthetic investigation 0434,physical,open,2024-12-01T14:26:20,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0434,Medium,synthetic-design,AUDIT-cases-CASE-00434
CASE-00435,Synthetic investigation 0435,mixed,open,2024-03-27T15:20:51,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0435,Medium,synthetic-design,AUDIT-cases-CASE-00435
CASE-00436,Synthetic investigation 0436,financial,review,2024-05-09T01:31:03,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0436,Medium,synthetic-design,AUDIT-cases-CASE-00436
CASE-00437,Synthetic investigation 0437,communication,review,2025-01-22T09:22:36,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0437,Medium,synthetic-design,AUDIT-cases-CASE-00437
CASE-00438,Synthetic investigation 0438,cyber,closed,2024-10-11T11:31:36,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0438,Medium,synthetic-design,AUDIT-cases-CASE-00438
CASE-00439,Synthetic investigation 0439,physical,closed,2024-05-06T20:29:42,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0439,Medium,synthetic-design,AUDIT-cases-CASE-00439
CASE-00440,Synthetic investigation 0440,mixed,closed,2024-01-02T02:12:07,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0440,Medium,synthetic-design,AUDIT-cases-CASE-00440
CASE-00441,Synthetic investigation 0441,financial,review,2025-04-05T08:19:09,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0441,Medium,synthetic-design,AUDIT-cases-CASE-00441
CASE-00442,Synthetic investigation 0442,communication,review,2024-11-28T01:00:56,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0442,Medium,synthetic-design,AUDIT-cases-CASE-00442
CASE-00443,Synthetic investigation 0443,cyber,open,2025-06-11T21:27:40,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0443,Medium,synthetic-design,AUDIT-cases-CASE-00443
CASE-00444,Synthetic investigation 0444,physical,review,2025-02-24T10:23:47,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0444,Medium,synthetic-design,AUDIT-cases-CASE-00444
CASE-00445,Synthetic investigation 0445,mixed,review,2024-04-02T00:44:44,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0445,Medium,synthetic-design,AUDIT-cases-CASE-00445
CASE-00446,Synthetic investigation 0446,financial,closed,2024-07-01T20:52:47,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0446,Medium,synthetic-design,AUDIT-cases-CASE-00446
CASE-00447,Synthetic investigation 0447,communication,closed,2025-05-29T13:38:59,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0447,Medium,synthetic-design,AUDIT-cases-CASE-00447
CASE-00448,Synthetic investigation 0448,cyber,closed,2025-07-18T13:54:29,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0448,Medium,synthetic-design,AUDIT-cases-CASE-00448
CASE-00449,Synthetic investigation 0449,physical,open,2024-03-31T07:55:29,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0449,Medium,synthetic-design,AUDIT-cases-CASE-00449
CASE-00450,Synthetic investigation 0450,mixed,closed,2024-01-25T02:38:29,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0450,Medium,synthetic-design,AUDIT-cases-CASE-00450
CASE-00451,Synthetic investigation 0451,financial,review,2024-05-30T23:10:02,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0451,Medium,synthetic-design,AUDIT-cases-CASE-00451
CASE-00452,Synthetic investigation 0452,communication,review,2024-04-21T22:44:22,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0452,Medium,synthetic-design,AUDIT-cases-CASE-00452
CASE-00453,Synthetic investigation 0453,cyber,review,2025-03-24T11:27:53,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0453,Medium,synthetic-design,AUDIT-cases-CASE-00453
CASE-00454,Synthetic investigation 0454,physical,closed,2025-05-28T23:11:02,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0454,Medium,synthetic-design,AUDIT-cases-CASE-00454
CASE-00455,Synthetic investigation 0455,mixed,open,2024-10-06T03:07:39,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0455,Medium,synthetic-design,AUDIT-cases-CASE-00455
CASE-00456,Synthetic investigation 0456,financial,open,2024-05-30T03:35:27,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0456,Medium,synthetic-design,AUDIT-cases-CASE-00456
CASE-00457,Synthetic investigation 0457,communication,closed,2025-01-01T12:15:12,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0457,Medium,synthetic-design,AUDIT-cases-CASE-00457
CASE-00458,Synthetic investigation 0458,cyber,review,2024-11-07T21:29:50,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0458,Medium,synthetic-design,AUDIT-cases-CASE-00458
CASE-00459,Synthetic investigation 0459,physical,closed,2024-12-31T09:22:21,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0459,Medium,synthetic-design,AUDIT-cases-CASE-00459
CASE-00460,Synthetic investigation 0460,mixed,closed,2025-05-17T05:23:39,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0460,Medium,synthetic-design,AUDIT-cases-CASE-00460
CASE-00461,Synthetic investigation 0461,financial,closed,2024-09-21T01:39:43,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0461,Medium,synthetic-design,AUDIT-cases-CASE-00461
CASE-00462,Synthetic investigation 0462,communication,review,2024-07-24T20:35:59,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0462,Medium,synthetic-design,AUDIT-cases-CASE-00462
CASE-00463,Synthetic investigation 0463,cyber,open,2025-07-26T15:35:30,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0463,Medium,synthetic-design,AUDIT-cases-CASE-00463
CASE-00464,Synthetic investigation 0464,physical,review,2025-01-11T12:33:30,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0464,Medium,synthetic-design,AUDIT-cases-CASE-00464
CASE-00465,Synthetic investigation 0465,mixed,closed,2025-04-25T02:06:34,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0465,Medium,synthetic-design,AUDIT-cases-CASE-00465
CASE-00466,Synthetic investigation 0466,financial,closed,2024-05-22T09:00:58,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0466,Medium,synthetic-design,AUDIT-cases-CASE-00466
CASE-00467,Synthetic investigation 0467,communication,review,2024-02-27T23:45:08,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0467,Medium,synthetic-design,AUDIT-cases-CASE-00467
CASE-00468,Synthetic investigation 0468,cyber,open,2024-10-05T06:17:58,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0468,Medium,synthetic-design,AUDIT-cases-CASE-00468
CASE-00469,Synthetic investigation 0469,physical,closed,2024-06-12T21:16:38,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0469,Medium,synthetic-design,AUDIT-cases-CASE-00469
CASE-00470,Synthetic investigation 0470,mixed,review,2024-12-02T21:23:08,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0470,Medium,synthetic-design,AUDIT-cases-CASE-00470
CASE-00471,Synthetic investigation 0471,financial,closed,2025-07-20T03:53:55,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0471,Medium,synthetic-design,AUDIT-cases-CASE-00471
CASE-00472,Synthetic investigation 0472,communication,review,2025-04-24T22:32:15,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0472,Medium,synthetic-design,AUDIT-cases-CASE-00472
